number,title,state,created_at,closed_at,labels,duration_days
65403,CI: pin pyodide-build to fix venv pip wrapper crash,closed,2026-04-28 18:18:16+00:00,2026-04-28 23:56:43+00:00,[],0.23503472222222221
65402,TST: assert pyarrow's quoting ValueError instead of xfailing,closed,2026-04-28 17:49:38+00:00,2026-04-28 18:58:09+00:00,"[{'id': 127685, 'node_id': 'MDU6TGFiZWwxMjc2ODU=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Testing', 'name': 'Testing', 'color': 'C4A000', 'default': False, 'description': 'pandas testing functions or related to the test suite'}]",0.047581018518518516
65401,"Backport PR #65147 on branch 3.0.x (BUG: fix `str.replace("""", ..)` with empty pattern hanging when using pyarrow)",closed,2026-04-28 15:12:39+00:00,2026-04-29 08:18:19+00:00,"[{'id': 76811, 'node_id': 'MDU6TGFiZWw3NjgxMQ==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Bug', 'name': 'Bug', 'color': 'e10c02', 'default': False, 'description': None}, {'id': 57522093, 'node_id': 'MDU6TGFiZWw1NzUyMjA5Mw==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Strings', 'name': 'Strings', 'color': '5319e7', 'default': False, 'description': 'String extension data type and string data'}, {'id': 3303158446, 'node_id': 'MDU6TGFiZWwzMzAzMTU4NDQ2', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Arrow', 'name': 'Arrow', 'color': 'f9d0c4', 'default': False, 'description': 'pyarrow functionality'}]",0.7122685185185185
65400,BUG: prevent using numexpr 2.10 with newer numpy to avoid silent wrong results,closed,2026-04-28 15:11:12+00:00,2026-04-28 17:50:37+00:00,"[{'id': 76811, 'node_id': 'MDU6TGFiZWw3NjgxMQ==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Bug', 'name': 'Bug', 'color': 'e10c02', 'default': False, 'description': None}, {'id': 76865106, 'node_id': 'MDU6TGFiZWw3Njg2NTEwNg==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Compat', 'name': 'Compat', 'color': '0052cc', 'default': False, 'description': 'pandas objects compatability with Numpy or Python functions'}]",0.11070601851851852
65399,DOC: fix source link for classes in the reference docs,closed,2026-04-28 14:53:48+00:00,2026-04-30 08:39:18+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}]",1.7399305555555555
65398,[backport 3.0.x] CI: fix numpy nightly DeprecationWarning for generic-unit datetime64/timedelta64 (#65340),closed,2026-04-28 13:50:16+00:00,2026-04-28 15:11:52+00:00,[],0.056666666666666664
65397,"[backport 3.0.x] BUG: fix ""1 ,"" converting to 1 by `read_csv` c engine with thousands separator (#64631)",closed,2026-04-28 13:31:08+00:00,2026-04-28 15:54:43+00:00,[],0.09971064814814815
65396,Bug/57962 loc iterable assignment,closed,2026-04-28 07:06:57+00:00,2026-05-14 17:46:45+00:00,[],16.444305555555555
65395,PERF: speed up to_offset string parsing,closed,2026-04-28 03:25:29+00:00,2026-05-07 20:53:53+00:00,"[{'id': 8935311, 'node_id': 'MDU6TGFiZWw4OTM1MzEx', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Performance', 'name': 'Performance', 'color': 'a10c02', 'default': False, 'description': 'Memory or execution speed performance'}]",9.728055555555555
65394,CLN: drop stale FIXME in ObjectStringArrayMixin._str_map,closed,2026-04-28 03:19:19+00:00,2026-04-28 17:52:36+00:00,"[{'id': 211029535, 'node_id': 'MDU6TGFiZWwyMTEwMjk1MzU=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Clean', 'name': 'Clean', 'color': '207de5', 'default': False, 'description': None}]",0.6064467592592593
65392,CLN: remove stale cython3 conditional-nogil TODO in rank_sorted_1d,closed,2026-04-28 03:05:28+00:00,2026-04-28 16:45:36+00:00,[],0.5695370370370371
65391,BUG: infer_dtype treats pd.NA as a generic null in TemporalValidator,closed,2026-04-28 03:04:54+00:00,2026-04-28 17:56:47+00:00,"[{'id': 2822342, 'node_id': 'MDU6TGFiZWwyODIyMzQy', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Missing-data', 'name': 'Missing-data', 'color': 'd7e102', 'default': False, 'description': 'np.nan, pd.NaT, pd.NA, dropna, isnull, interpolate'}]",0.619363425925926
65390,CLN: remove _offset_map cache in offsets.pyx,closed,2026-04-28 03:03:12+00:00,2026-04-28 18:00:03+00:00,"[{'id': 53181044, 'node_id': 'MDU6TGFiZWw1MzE4MTA0NA==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Frequency', 'name': 'Frequency', 'color': '0052cc', 'default': False, 'description': 'DateOffsets'}]",0.6228125
65388,PERF: Speed up Timedelta.total_seconds,closed,2026-04-28 02:51:59+00:00,2026-04-28 18:46:46+00:00,"[{'id': 49597148, 'node_id': 'MDU6TGFiZWw0OTU5NzE0OA==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Timedelta', 'name': 'Timedelta', 'color': '5319e7', 'default': False, 'description': 'Timedelta data type'}]",0.6630439814814815
65387,CLN: point cython3 TODOs at upstream cython#2485,closed,2026-04-28 02:45:10+00:00,2026-04-28 17:55:23+00:00,[],0.6320949074074074
65386,REF: cimport npy_datetimestruct and NPY_DATETIMEUNIT directly from numpy,closed,2026-04-28 02:37:19+00:00,2026-04-28 18:01:42+00:00,[],0.6419328703703704
65385,"DOC: drop stale ""experimental"" notes and fix tab-completion list",closed,2026-04-28 02:19:55+00:00,2026-04-29 08:20:47+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}]",1.2506018518518518
65383,TYP: tighten Timestamp/Timedelta round/floor/ceil return types,closed,2026-04-28 02:07:15+00:00,2026-04-28 18:50:11+00:00,"[{'id': 1280988427, 'node_id': 'MDU6TGFiZWwxMjgwOTg4NDI3', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Typing', 'name': 'Typing', 'color': 'ea91a4', 'default': False, 'description': 'type annotations, mypy/pyright type checking'}]",0.6964814814814815
65380,PERF: skip to_datetime cache=True overhead for input shapes where it cannot help,closed,2026-04-27 17:21:00+00:00,2026-05-08 21:18:28+00:00,"[{'id': 211840, 'node_id': 'MDU6TGFiZWwyMTE4NDA=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Datetime', 'name': 'Datetime', 'color': 'AFEEEE', 'default': False, 'description': 'Datetime data dtype'}, {'id': 8935311, 'node_id': 'MDU6TGFiZWw4OTM1MzEx', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Performance', 'name': 'Performance', 'color': 'a10c02', 'default': False, 'description': 'Memory or execution speed performance'}]",11.164907407407407
65379,CI: allow running update-pixi-lock workflow on demand,closed,2026-04-27 15:26:11+00:00,2026-04-27 16:20:53+00:00,"[{'id': 48070600, 'node_id': 'MDU6TGFiZWw0ODA3MDYwMA==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/CI', 'name': 'CI', 'color': 'a2bca7', 'default': False, 'description': 'Continuous Integration'}]",0.03798611111111111
65377,BUG: nansem with mask + skipna=False + axis returns scalar nan instead of array,closed,2026-04-27 10:19:29+00:00,2026-04-27 10:27:57+00:00,[],0.00587962962962963
65376,Bump scientific-python/upload-nightly-action from 0.6.3 to 0.6.4,closed,2026-04-27 09:05:15+00:00,2026-04-27 17:35:08+00:00,"[{'id': 48070600, 'node_id': 'MDU6TGFiZWw0ODA3MDYwMA==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/CI', 'name': 'CI', 'color': 'a2bca7', 'default': False, 'description': 'Continuous Integration'}, {'id': 527603109, 'node_id': 'MDU6TGFiZWw1Mjc2MDMxMDk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Dependencies', 'name': 'Dependencies', 'color': 'd93f0b', 'default': False, 'description': 'Required and optional dependencies'}]",0.35408564814814814
65375,BUG:  Index `&` operator performs bitwise AND instead of set intersection for int64 dtype in v2.2.3,closed,2026-04-27 03:50:22+00:00,2026-04-27 10:44:28+00:00,"[{'id': 34444536, 'node_id': 'MDU6TGFiZWwzNDQ0NDUzNg==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Usage%20Question', 'name': 'Usage Question', 'color': '0052cc', 'default': False, 'description': None}]",0.28756944444444443
65374,DOC: Add Pandas Workout book and Bamboo Weekly,closed,2026-04-27 02:33:17+00:00,2026-04-27 21:09:31+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}]",0.775162037037037
65371,"DOC: fix to_numeric docstring - add Index/scalar return types, fix dtype_backend description",closed,2026-04-26 13:20:35+00:00,2026-05-05 21:32:50+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}, {'id': 31404521, 'node_id': 'MDU6TGFiZWwzMTQwNDUyMQ==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Dtype%20Conversions', 'name': 'Dtype Conversions', 'color': 'e102d8', 'default': False, 'description': 'Unexpected or buggy dtype conversions'}]",9.341840277777777
65370,BUG: str.replace hangs indefinitely on empty pattern with PyArrow backend,closed,2026-04-26 11:31:52+00:00,2026-04-29 16:31:56+00:00,[],3.2083796296296296
65369,"DOC: `to_numeric` ""Returns"" is missing Index and scalars, may have other problems",closed,2026-04-25 23:30:58+00:00,2026-05-05 21:32:51+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}, {'id': 31404521, 'node_id': 'MDU6TGFiZWwzMTQwNDUyMQ==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Dtype%20Conversions', 'name': 'Dtype Conversions', 'color': 'e102d8', 'default': False, 'description': 'Unexpected or buggy dtype conversions'}]",9.917974537037036
65367,Test: Add regression test for DataFrame.sum() with negative values and NaN,closed,2026-04-25 13:00:30+00:00,2026-05-07 02:24:59+00:00,[],11.558668981481482
65363,PERF: speed up read_sas for full-precision numeric columns,closed,2026-04-24 21:22:16+00:00,2026-04-28 18:59:43+00:00,"[{'id': 8935311, 'node_id': 'MDU6TGFiZWw4OTM1MzEx', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Performance', 'name': 'Performance', 'color': 'a10c02', 'default': False, 'description': 'Memory or execution speed performance'}, {'id': 258745163, 'node_id': 'MDU6TGFiZWwyNTg3NDUxNjM=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/IO%20SAS', 'name': 'IO SAS', 'color': '5319e7', 'default': False, 'description': 'SAS: read_sas'}]",3.9010069444444446
65361,ENH: Introduce SECURITY.md,closed,2026-04-24 15:03:57+00:00,2026-04-28 21:35:06+00:00,"[{'id': 76812, 'node_id': 'MDU6TGFiZWw3NjgxMg==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Enhancement', 'name': 'Enhancement', 'color': '4E9A06', 'default': False, 'description': None}, {'id': 48070600, 'node_id': 'MDU6TGFiZWw0ODA3MDYwMA==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/CI', 'name': 'CI', 'color': 'a2bca7', 'default': False, 'description': 'Continuous Integration'}]",4.271631944444445
65360,BUG: Fix df.query() with 'in' operator and column references (#65357),closed,2026-04-24 13:57:29+00:00,2026-05-03 13:50:52+00:00,"[{'id': 76811, 'node_id': 'MDU6TGFiZWw3NjgxMQ==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Bug', 'name': 'Bug', 'color': 'e10c02', 'default': False, 'description': None}, {'id': 1631985267, 'node_id': 'MDU6TGFiZWwxNjMxOTg1MjY3', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/expressions', 'name': 'expressions', 'color': 'f3afff', 'default': False, 'description': 'pd.eval, query, pd.col'}]",8.995405092592593
65359,CI: fix pixi.lock update workflow to handle PyPI deps,closed,2026-04-24 13:24:00+00:00,2026-04-27 15:20:29+00:00,"[{'id': 48070600, 'node_id': 'MDU6TGFiZWw0ODA3MDYwMA==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/CI', 'name': 'CI', 'color': 'a2bca7', 'default': False, 'description': 'Continuous Integration'}]",3.0808912037037035
65357,"BUG: df.query() returning an empty dataframe on this condition - col1 in (col2, col3)",closed,2026-04-24 08:53:11+00:00,2026-05-03 13:50:53+00:00,"[{'id': 76811, 'node_id': 'MDU6TGFiZWw3NjgxMQ==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Bug', 'name': 'Bug', 'color': 'e10c02', 'default': False, 'description': None}, {'id': 1631985267, 'node_id': 'MDU6TGFiZWwxNjMxOTg1MjY3', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/expressions', 'name': 'expressions', 'color': 'f3afff', 'default': False, 'description': 'pd.eval, query, pd.col'}]",9.20673611111111
65356,BUG: regression in bdate_range for end on weekend,closed,2026-04-24 08:26:45+00:00,2026-04-28 02:35:44+00:00,[],3.756238425925926
65354,DEPR: followup warn on .at setitem when a new column expands the frame,closed,2026-04-24 02:10:37+00:00,2026-04-28 21:12:34+00:00,"[{'id': 2822098, 'node_id': 'MDU6TGFiZWwyODIyMDk4', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Indexing', 'name': 'Indexing', 'color': '0b02e1', 'default': False, 'description': 'Related to indexing on series/frames, not to indexes themselves'}]",4.793020833333333
65352,PERF: Use SSE2 and Neon instructions to reduce moments,closed,2026-04-24 00:13:19+00:00,2026-04-29 21:16:28+00:00,[],5.8771875
65348,Backport PR #65346 on branch 3.0.x (CI: avoid pyarrow 25.0 for typing),closed,2026-04-23 17:06:45+00:00,2026-04-24 06:43:51+00:00,"[{'id': 48070600, 'node_id': 'MDU6TGFiZWw0ODA3MDYwMA==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/CI', 'name': 'CI', 'color': 'a2bca7', 'default': False, 'description': 'Continuous Integration'}, {'id': 1280988427, 'node_id': 'MDU6TGFiZWwxMjgwOTg4NDI3', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Typing', 'name': 'Typing', 'color': 'ea91a4', 'default': False, 'description': 'type annotations, mypy/pyright type checking'}]",0.5674305555555555
65346,CI: avoid pyarrow 25.0 for typing,closed,2026-04-23 15:19:54+00:00,2026-04-23 17:06:16+00:00,"[{'id': 48070600, 'node_id': 'MDU6TGFiZWw0ODA3MDYwMA==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/CI', 'name': 'CI', 'color': 'a2bca7', 'default': False, 'description': 'Continuous Integration'}, {'id': 1280988427, 'node_id': 'MDU6TGFiZWwxMjgwOTg4NDI3', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Typing', 'name': 'Typing', 'color': 'ea91a4', 'default': False, 'description': 'type annotations, mypy/pyright type checking'}]",0.07386574074074075
65344,DOC: clarify tz_localize does not alter date/time representation (#55955),closed,2026-04-23 07:34:20+00:00,2026-05-08 00:15:35+00:00,[],14.6953125
65343,BUG: Fix AttributeError in concat when result is Series,closed,2026-04-23 04:46:17+00:00,2026-04-25 15:05:15+00:00,[],2.429837962962963
65342,BUG: fix Series.combine_first crash when names are Timestamps (#65333),closed,2026-04-23 03:24:49+00:00,2026-05-03 13:22:25+00:00,"[{'id': 76811, 'node_id': 'MDU6TGFiZWw3NjgxMQ==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Bug', 'name': 'Bug', 'color': 'e10c02', 'default': False, 'description': None}, {'id': 2822342, 'node_id': 'MDU6TGFiZWwyODIyMzQy', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Missing-data', 'name': 'Missing-data', 'color': 'd7e102', 'default': False, 'description': 'np.nan, pd.NaT, pd.NA, dropna, isnull, interpolate'}, {'id': 3877216987, 'node_id': 'LA_kwDOAA0YD87nGaLb', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Timestamp', 'name': 'Timestamp', 'color': '5DE3E8', 'default': False, 'description': 'pd.Timestamp and associated methods'}]",10.415
65341,DOC: document TextFileReader in the API reference,closed,2026-04-22 22:04:22+00:00,2026-04-28 19:06:30+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}]",5.876481481481481
65340,CI: fix numpy nightly DeprecationWarning for generic-unit datetime64/timedelta64,closed,2026-04-22 22:03:52+00:00,2026-04-23 16:53:12+00:00,"[{'id': 48070600, 'node_id': 'MDU6TGFiZWw0ODA3MDYwMA==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/CI', 'name': 'CI', 'color': 'a2bca7', 'default': False, 'description': 'Continuous Integration'}]",0.7842592592592592
65339,DOC: clarify resolution-dependence of Timestamp/Timedelta min/max/resolution,closed,2026-04-22 22:03:23+00:00,2026-04-29 16:10:46+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}]",6.755127314814815
65338,DOC: clarify that read_hdf only reads pandas-written HDF5 files,closed,2026-04-22 21:55:43+00:00,2026-04-23 17:19:17+00:00,"[{'id': 134699, 'node_id': 'MDU6TGFiZWwxMzQ2OTk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Docs', 'name': 'Docs', 'color': '3465A4', 'default': False, 'description': None}]",0.8080324074074074
65337,PERF: avoid dtype.name in DataFrame block grouping,closed,2026-04-22 21:18:58+00:00,2026-05-06 18:03:44+00:00,"[{'id': 8935311, 'node_id': 'MDU6TGFiZWw4OTM1MzEx', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Performance', 'name': 'Performance', 'color': 'a10c02', 'default': False, 'description': 'Memory or execution speed performance'}]",13.864421296296296
65336,BUG: rename() silently downcasts nullable ExtensionArray index dtypes to NumPy,closed,2026-04-22 17:36:46+00:00,2026-04-22 19:19:49+00:00,[],0.0715625
65335,ENH: Suggest alternative package managers in optional dependency error,closed,2026-04-22 16:54:48+00:00,2026-05-11 21:17:22+00:00,[],19.18233796296296
65334,[backport 3.0.x] REGR: restore rank() for ExtensionArrays with custom values for sorting (#64976),closed,2026-04-22 16:03:07+00:00,2026-04-23 08:27:19+00:00,[],0.6834722222222223
65333,BUG: Series.combine_first fails when names are of type Timestamp,closed,2026-04-22 14:13:57+00:00,2026-05-03 13:22:26+00:00,"[{'id': 76811, 'node_id': 'MDU6TGFiZWw3NjgxMQ==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Bug', 'name': 'Bug', 'color': 'e10c02', 'default': False, 'description': None}, {'id': 3877216987, 'node_id': 'LA_kwDOAA0YD87nGaLb', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Timestamp', 'name': 'Timestamp', 'color': '5DE3E8', 'default': False, 'description': 'pd.Timestamp and associated methods'}, {'id': 9456611810, 'node_id': 'LA_kwDOAA0YD88AAAACM6hx4g', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/combine/combine_first/update', 'name': 'combine/combine_first/update', 'color': '683610', 'default': False, 'description': 'NDFrame.combine, combine_first, update'}]",10.964224537037037
65332,"BUG: fix empty groupby(..., as_index=False).apply(...) index name inconsistency",closed,2026-04-22 08:56:08+00:00,2026-05-05 21:34:23+00:00,"[{'id': 76811, 'node_id': 'MDU6TGFiZWw3NjgxMQ==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Bug', 'name': 'Bug', 'color': 'e10c02', 'default': False, 'description': None}, {'id': 233160, 'node_id': 'MDU6TGFiZWwyMzMxNjA=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Groupby', 'name': 'Groupby', 'color': '729FCF', 'default': False, 'description': None}]",13.5265625
65331,CI: make wheel builds compilation more verbose,closed,2026-04-22 07:32:08+00:00,2026-04-24 07:04:04+00:00,"[{'id': 129350, 'node_id': 'MDU6TGFiZWwxMjkzNTA=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Build', 'name': 'Build', 'color': '75507B', 'default': False, 'description': 'Library building on various platforms'}, {'id': 48070600, 'node_id': 'MDU6TGFiZWw0ODA3MDYwMA==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/CI', 'name': 'CI', 'color': 'a2bca7', 'default': False, 'description': 'Continuous Integration'}]",1.9805092592592592
65330,BUG: preserve nullable index dtype in rename (GH#65315),closed,2026-04-22 05:40:30+00:00,2026-04-22 15:57:18+00:00,[],0.42833333333333334
65328,BUG: disable numexpr for incompatible numpy>=2.3 + numexpr<2.11 combos,closed,2026-04-22 04:06:23+00:00,2026-04-28 14:37:48+00:00,"[{'id': 9577314006, 'node_id': 'LA_kwDOAA0YD88AAAACOto21g', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/AI%20Slop', 'name': 'AI Slop', 'color': 'd9b1d6', 'default': False, 'description': 'Suspected of being AI-generated, which is not welcome.'}]",6.438483796296296
65327,BUG: preserve ExtensionArray dtype in Index._transform_index for rename,closed,2026-04-22 03:39:27+00:00,2026-04-22 15:57:40+00:00,[],0.512650462962963
65325,DOC: fix grammar in the .dt accessor section,closed,2026-04-21 23:48:23+00:00,2026-04-22 00:44:58+00:00,[],0.03929398148148148
65323,DOC:Missing r in your,closed,2026-04-21 23:44:03+00:00,2026-04-22 00:45:21+00:00,[],0.042569444444444444
65322,REF: relocate _freq storage from DTA/TDA arrays to Index (GH#24566),closed,2026-04-21 22:49:21+00:00,2026-04-29 16:20:55+00:00,"[{'id': 127681, 'node_id': 'MDU6TGFiZWwxMjc2ODE=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Refactor', 'name': 'Refactor', 'color': 'FCE94F', 'default': False, 'description': 'Internal refactoring of code'}]",7.73025462962963
65321,BUG: Fix deprecation warning stacklevel in option_context (GH#63235),closed,2026-04-21 21:25:39+00:00,2026-04-22 04:43:19+00:00,[],0.3039351851851852
65319,[backport 3.0.x] BUG: fix FloatingArray.astype(str) crash with distinguish_nan_and_na=True (#65038),closed,2026-04-21 15:55:48+00:00,2026-04-21 16:46:58+00:00,[],0.03553240740740741
65318,BUG/TST: add test for _cast_pointwise_result robustness + fix some cases,closed,2026-04-21 09:26:56+00:00,2026-04-21 17:55:42+00:00,"[{'id': 76811, 'node_id': 'MDU6TGFiZWw3NjgxMQ==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Bug', 'name': 'Bug', 'color': 'e10c02', 'default': False, 'description': None}, {'id': 849023693, 'node_id': 'MDU6TGFiZWw4NDkwMjM2OTM=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/ExtensionArray', 'name': 'ExtensionArray', 'color': '6138b5', 'default': False, 'description': 'Extending pandas with custom dtypes or arrays.'}]",0.3533101851851852
65316,BUG: Preserve nullable index dtype in `_transform_index`,closed,2026-04-21 02:30:23+00:00,2026-04-29 08:29:55+00:00,"[{'id': 849023693, 'node_id': 'MDU6TGFiZWw4NDkwMjM2OTM=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/ExtensionArray', 'name': 'ExtensionArray', 'color': '6138b5', 'default': False, 'description': 'Extending pandas with custom dtypes or arrays.'}, {'id': 1218227310, 'node_id': 'MDU6TGFiZWwxMjE4MjI3MzEw', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Index', 'name': 'Index', 'color': 'e99695', 'default': False, 'description': 'Related to the Index class or subclasses'}]",8.249675925925926
65315,BUG: DataFrame/Series.rename silently downcasts nullable index/column dtypes to NumPy dtypes,closed,2026-04-21 02:26:55+00:00,2026-04-29 08:29:56+00:00,"[{'id': 76811, 'node_id': 'MDU6TGFiZWw3NjgxMQ==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Bug', 'name': 'Bug', 'color': 'e10c02', 'default': False, 'description': None}, {'id': 849023693, 'node_id': 'MDU6TGFiZWw4NDkwMjM2OTM=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/ExtensionArray', 'name': 'ExtensionArray', 'color': '6138b5', 'default': False, 'description': 'Extending pandas with custom dtypes or arrays.'}, {'id': 1218227310, 'node_id': 'MDU6TGFiZWwxMjE4MjI3MzEw', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Index', 'name': 'Index', 'color': 'e99695', 'default': False, 'description': 'Related to the Index class or subclasses'}]",8.252094907407407
65313,[backport 3.0.x] BUG: fix to_timedelta ignoring unit for mixed round/non-round floats (#65170),closed,2026-04-20 21:02:10+00:00,2026-04-21 15:45:42+00:00,[],0.7802314814814815
65312,DOC: fix run-on sentence in invalid plot kind error message,closed,2026-04-20 19:01:45+00:00,2026-04-21 02:42:02+00:00,[],0.3196412037037037
65310,Bump github/codeql-action from 4.35.1 to 4.35.2,closed,2026-04-20 08:51:05+00:00,2026-04-20 15:39:53+00:00,"[{'id': 48070600, 'node_id': 'MDU6TGFiZWw0ODA3MDYwMA==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/CI', 'name': 'CI', 'color': 'a2bca7', 'default': False, 'description': 'Continuous Integration'}, {'id': 527603109, 'node_id': 'MDU6TGFiZWw1Mjc2MDMxMDk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Dependencies', 'name': 'Dependencies', 'color': 'd93f0b', 'default': False, 'description': 'Required and optional dependencies'}]",0.2838888888888889
65309,Bump actions/setup-node from 6.3.0 to 6.4.0,closed,2026-04-20 08:50:46+00:00,2026-04-20 15:39:15+00:00,"[{'id': 48070600, 'node_id': 'MDU6TGFiZWw0ODA3MDYwMA==', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/CI', 'name': 'CI', 'color': 'a2bca7', 'default': False, 'description': 'Continuous Integration'}, {'id': 527603109, 'node_id': 'MDU6TGFiZWw1Mjc2MDMxMDk=', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Dependencies', 'name': 'Dependencies', 'color': 'd93f0b', 'default': False, 'description': 'Required and optional dependencies'}]",0.2836689814814815
65306,BUG: Fix AttributeError for str[i]/str[slice] on ArrowExtensionArray,closed,2026-04-20 04:08:09+00:00,2026-04-20 04:39:16+00:00,[],0.021608796296296296
65305,BUG: Fix str.replace() hanging on empty pattern for Arrow-backed strings,closed,2026-04-20 02:54:57+00:00,2026-04-20 03:37:34+00:00,[],0.029594907407407407
65304,"BUG: Fix DataFrame.agg(list, numeric_only=True) including non-numeric columns (GH#65218)",closed,2026-04-20 02:26:13+00:00,2026-04-20 02:28:07+00:00,[],0.0013194444444444445
65303,BUG: Fix silent __setitem__ discard for MultiIndex with falsy sub-column label (GH#65118),closed,2026-04-20 02:14:04+00:00,2026-04-20 02:18:00+00:00,[],0.0027314814814814814
65302,PERF: preserve block memory layout in Block.copy (GH#60469),closed,2026-04-19 20:00:33+00:00,2026-04-21 17:22:17+00:00,"[{'id': 8935311, 'node_id': 'MDU6TGFiZWw4OTM1MzEx', 'url': 'https://api.github.com/repos/pandas-dev/pandas/labels/Performance', 'name': 'Performance', 'color': 'a10c02', 'default': False, 'description': 'Memory or execution speed performance'}]",1.8900925925925927
